budget,model,arm,item,truth,failing,realized_words,fail_retained,policy_survival,decision,decision_correct,which,which_raw,which_correct,which_unmatched,incoherent,nn_decision
15w,haiku,fusion,clinical_enroll-005,DENIED,left ventricular ejection fraction,44,True,1.0,DENIED,True,UNMATCHED,LVEF,False,True,False,DENIED
15w,haiku,fusion,clinical_enroll-006,APPROVED,,44,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,haiku,fusion,clinical_enroll-007,DENIED,systolic blood pressure,45,True,1.0,DENIED,True,UNMATCHED,SBP,False,True,False,DENIED
15w,haiku,fusion,clinical_enroll-008,APPROVED,,38,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,clinical_enroll-009,APPROVED,,52,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,clinical_enroll-010,APPROVED,,49,,1.0,APPROVED,True,,,False,False,False,DENIED
15w,haiku,fusion,clinical_enroll-011,DENIED,estimated glomerular filtration rate,48,True,1.0,DENIED,True,UNMATCHED,eGFR,False,True,False,APPROVED
15w,haiku,fusion,clinical_enroll-012,APPROVED,,44,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,haiku,fusion,clinical_enroll-013,DENIED,creatinine clearance,54,True,1.0,DENIED,True,creatinine clearance,creatinine clearance,True,False,False,DENIED
15w,haiku,fusion,clinical_enroll-014,APPROVED,,45,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,haiku,fusion,clinical_enroll-015,APPROVED,,40,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,clinical_enroll-016,APPROVED,,39,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,haiku,fusion,clinical_enroll-017,APPROVED,,47,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,clinical_enroll-018,APPROVED,,49,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,clinical_enroll-019,APPROVED,,33,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,haiku,fusion,clinical_enroll-020,DENIED,hemoglobin,48,True,1.0,DENIED,True,hemoglobin,hemoglobin,True,False,False,APPROVED
15w,haiku,fusion,clinical_enroll-021,APPROVED,,46,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,clinical_enroll-022,DENIED,systolic blood pressure,47,True,1.0,DENIED,True,systolic blood pressure,Systolic blood pressure,True,False,False,APPROVED
15w,haiku,fusion,clinical_enroll-023,APPROVED,,50,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,clinical_enroll-024,DENIED,triglycerides,44,True,1.0,DENIED,True,triglycerides,triglycerides,True,False,False,DENIED
15w,haiku,fusion,clinical_enroll-025,DENIED,body mass index,44,True,1.0,DENIED,True,UNMATCHED,BMI,False,True,False,DENIED
15w,haiku,fusion,clinical_enroll-026,DENIED,fasting glucose,35,True,0.6666666666666666,DENIED,True,fasting glucose,glucose,True,False,False,APPROVED
15w,haiku,fusion,clinical_enroll-027,APPROVED,,50,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,haiku,fusion,clinical_enroll-028,DENIED,creatinine clearance,43,True,1.0,DENIED,True,creatinine clearance,creatinine clearance,True,False,False,APPROVED
15w,haiku,fusion,clinical_enroll-029,DENIED,fasting glucose,49,True,1.0,DENIED,True,fasting glucose,fasting glucose,True,False,False,APPROVED
15w,haiku,fusion,ci_release-000,APPROVED,,39,,1.0,APPROVED,True,,,False,False,False,DENIED
15w,haiku,fusion,ci_release-001,APPROVED,,51,,1.0,APPROVED,True,,,False,False,False,DENIED
15w,haiku,fusion,ci_release-002,DENIED,line coverage,60,True,1.0,DENIED,True,line coverage,line coverage,True,False,False,APPROVED
15w,haiku,fusion,ci_release-003,DENIED,open severity-one defects,35,False,0.3333333333333333,DENIED,True,open severity-one defects,two severity-one defects,True,False,False,APPROVED
15w,haiku,fusion,ci_release-004,DENIED,flaky test count,58,True,1.0,DENIED,True,flaky test count,flaky test count,True,False,False,DENIED
15w,haiku,fusion,ci_release-005,DENIED,rollback drill success,55,True,0.3333333333333333,DENIED,True,rollback drill success,rollback drill,True,False,False,DENIED
15w,haiku,fusion,ci_release-006,DENIED,dependency audit findings,46,True,1.0,DENIED,True,dependency audit findings,dependency audit findings,True,False,False,DENIED
15w,haiku,fusion,ci_release-007,APPROVED,,40,,0.3333333333333333,DENIED,False,unit test pass rate,unit test pass rate,False,False,False,APPROVED
15w,haiku,fusion,ci_release-008,APPROVED,,57,,1.0,APPROVED,True,,,False,False,False,DENIED
15w,haiku,fusion,ci_release-009,DENIED,bundle size,49,True,1.0,DENIED,True,bundle size,bundle size,True,False,False,DENIED
15w,haiku,fusion,ci_release-010,APPROVED,,26,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,ci_release-011,APPROVED,,35,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,ci_release-012,DENIED,cold start time,55,True,1.0,DENIED,True,cold start time,cold start time,True,False,False,APPROVED
15w,haiku,fusion,ci_release-013,APPROVED,,49,,0.3333333333333333,DENIED,False,rollback drill success,rollback drill success,False,False,False,DENIED
15w,haiku,fusion,ci_release-014,APPROVED,,55,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,ci_release-015,APPROVED,,63,,1.0,APPROVED,True,,,False,False,False,DENIED
15w,haiku,fusion,ci_release-016,DENIED,error budget remaining,57,True,1.0,DENIED,True,error budget remaining,error budget,True,False,False,APPROVED
15w,haiku,fusion,ci_release-017,DENIED,cold start time,51,True,1.0,DENIED,True,cold start time,cold start time,True,False,False,DENIED
15w,haiku,fusion,ci_release-018,APPROVED,,57,,1.0,APPROVED,True,,,False,False,False,DENIED
15w,haiku,fusion,ci_release-019,APPROVED,,50,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,ci_release-020,DENIED,dependency audit findings,51,True,1.0,DENIED,True,dependency audit findings,dependency audit findings,True,False,False,DENIED
15w,haiku,fusion,ci_release-021,APPROVED,,51,,1.0,APPROVED,True,,,False,False,False,DENIED
15w,haiku,fusion,ci_release-022,APPROVED,,49,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,ci_release-023,APPROVED,,38,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,haiku,fusion,ci_release-024,DENIED,open severity-one defects,47,True,1.0,DENIED,True,open severity-one defects,open severity-one defects,True,False,False,DENIED
15w,haiku,fusion,ci_release-025,APPROVED,,50,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,haiku,fusion,ci_release-026,DENIED,line coverage,49,True,1.0,DENIED,True,line coverage,coverage,True,False,False,DENIED
15w,haiku,fusion,ci_release-027,DENIED,open severity-one defects,47,True,0.3333333333333333,DENIED,True,open severity-one defects,severity-one defects,True,False,False,APPROVED
15w,haiku,fusion,ci_release-028,DENIED,flaky test count,48,True,1.0,DENIED,True,flaky test count,Flaky tests,True,False,False,DENIED
15w,haiku,fusion,ci_release-029,DENIED,peak heap usage,51,True,1.0,DENIED,True,peak heap usage,heap,True,False,False,DENIED
15w,gpt,control,ops_incident-000,DENIED,umbilical release delay,15,False,0.0,DENIED,True,NONE,NONE,False,False,True,DENIED
15w,gpt,control,ops_incident-001,DENIED,seal torque retention,19,False,0.0,DENIED,True,seal torque retention,seal torque retention,True,False,False,
15w,gpt,control,ops_incident-002,DENIED,seal torque retention,15,False,0.0,DENIED,True,coolant loop flow rate,coolant loop flow rate,False,False,False,DENIED
15w,gpt,control,ops_incident-003,APPROVED,,13,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,gpt,control,ops_incident-004,APPROVED,,46,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,gpt,control,ops_incident-005,DENIED,reserve charge margin,17,False,0.0,DENIED,True,NONE,NONE,False,False,True,APPROVED
15w,gpt,control,ops_incident-006,APPROVED,,15,,0.3333333333333333,DENIED,False,propellant tank ullage pressure,propellant tank ullage pressure,False,False,False,DENIED
15w,gpt,control,ops_incident-007,APPROVED,,40,,0.6666666666666666,DENIED,False,telemetry downlink margin,telemetry downlink margin,False,False,False,DENIED
15w,gpt,control,ops_incident-008,DENIED,coolant loop flow rate,52,True,1.0,DENIED,True,coolant loop flow rate,coolant loop flow rate,True,False,False,DENIED
15w,gpt,control,ops_incident-009,DENIED,battery bus impedance,15,False,0.0,DENIED,True,NONE,NONE,False,False,True,DENIED
15w,gpt,control,ops_incident-010,APPROVED,,15,,0.0,DENIED,False,NONE,NONE,True,False,True,APPROVED
15w,gpt,control,ops_incident-011,APPROVED,,14,,0.3333333333333333,DENIED,False,guidance solution confidence,guidance solution confidence,False,False,False,
15w,gpt,control,ops_incident-012,APPROVED,,15,,0.0,DENIED,False,umbilical release delay,umbilical release delay,False,False,False,
15w,gpt,control,ops_incident-013,APPROVED,,14,,0.0,DENIED,False,NONE,NONE,True,False,True,
15w,gpt,control,ops_incident-014,DENIED,particulate count,15,False,0.3333333333333333,DENIED,True,particulate count,particulate count,True,False,False,APPROVED
15w,gpt,control,ops_incident-015,DENIED,seal torque retention,13,False,0.0,DENIED,True,NONE,NONE,False,False,True,APPROVED
15w,gpt,control,ops_incident-016,DENIED,coolant loop flow rate,50,True,1.0,DENIED,True,coolant loop flow rate,coolant loop flow rate,True,False,False,DENIED
15w,gpt,control,ops_incident-017,DENIED,star tracker residual,15,False,0.0,DENIED,True,NONE,NONE,False,False,True,DENIED
15w,gpt,control,ops_incident-018,APPROVED,,15,,0.0,DENIED,False,NONE,NONE,True,False,True,APPROVED
15w,gpt,control,ops_incident-019,APPROVED,,16,,0.0,DENIED,False,NONE,NONE,True,False,True,
15w,gpt,control,ops_incident-020,APPROVED,,14,,0.3333333333333333,DENIED,False,star tracker residual,star tracker residual,False,False,False,
15w,gpt,control,ops_incident-021,APPROVED,,15,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,gpt,control,ops_incident-022,DENIED,thermal blanket coverage,15,False,0.0,DENIED,True,NONE,NONE,False,False,True,APPROVED
15w,gpt,control,ops_incident-023,APPROVED,,15,,0.3333333333333333,DENIED,False,propellant tank ullage pressure,propellant tank ullage pressure,False,False,False,APPROVED
15w,gpt,control,ops_incident-024,DENIED,telemetry downlink margin,17,True,0.6666666666666666,DENIED,True,telemetry downlink margin,telemetry downlink margin,True,False,False,APPROVED
15w,gpt,control,ops_incident-025,APPROVED,,56,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,control,ops_incident-026,DENIED,gyro drift rate,15,False,0.0,DENIED,True,NONE,NONE,False,False,True,APPROVED
15w,gpt,control,ops_incident-027,DENIED,battery bus impedance,16,False,0.0,DENIED,True,NONE,NONE,False,False,True,
15w,gpt,control,ops_incident-028,DENIED,star tracker residual,52,True,1.0,DENIED,True,star tracker residual,star tracker residual,True,False,False,APPROVED
15w,gpt,control,ops_incident-029,APPROVED,,53,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,control,clinical_enroll-000,DENIED,systolic blood pressure,13,True,0.3333333333333333,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,False,APPROVED
15w,gpt,control,clinical_enroll-001,DENIED,triglycerides,38,True,1.0,DENIED,True,triglycerides,triglycerides,True,False,False,APPROVED
15w,gpt,control,clinical_enroll-002,DENIED,systolic blood pressure,15,False,0.0,DENIED,True,NONE,NONE,False,False,True,APPROVED
15w,gpt,control,clinical_enroll-003,DENIED,creatinine clearance,20,False,0.3333333333333333,DENIED,True,hemoglobin,hemoglobin,False,False,False,
15w,gpt,control,clinical_enroll-004,APPROVED,,19,,0.6666666666666666,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,gpt,control,clinical_enroll-005,DENIED,left ventricular ejection fraction,16,True,0.3333333333333333,DENIED,True,UNMATCHED,EF,False,True,False,DENIED
15w,gpt,control,clinical_enroll-006,APPROVED,,36,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,control,clinical_enroll-007,DENIED,systolic blood pressure,39,True,1.0,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,False,APPROVED
15w,gpt,control,clinical_enroll-008,APPROVED,,20,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,gpt,control,clinical_enroll-009,APPROVED,,23,,0.3333333333333333,DENIED,False,total bilirubin,total bilirubin,False,False,False,APPROVED
15w,gpt,control,clinical_enroll-010,APPROVED,,26,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,control,clinical_enroll-011,DENIED,estimated glomerular filtration rate,37,True,1.0,DENIED,True,UNMATCHED,eGFR,False,True,False,DENIED
15w,gpt,control,clinical_enroll-012,APPROVED,,37,,1.0,APPROVED,True,NONE,NONE,True,False,False,
15w,gpt,control,clinical_enroll-013,DENIED,creatinine clearance,40,True,1.0,DENIED,True,creatinine clearance,creatinine clearance,True,False,False,DENIED
15w,gpt,control,clinical_enroll-014,APPROVED,,41,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,control,clinical_enroll-015,APPROVED,,15,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,True,
15w,gpt,control,clinical_enroll-016,APPROVED,,15,,0.6666666666666666,DENIED,False,corrected QT interval,QT interval,False,False,False,APPROVED
15w,gpt,control,clinical_enroll-017,APPROVED,,13,,0.0,DENIED,False,NONE,NONE,True,False,True,
15w,gpt,control,clinical_enroll-018,APPROVED,,36,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,gpt,control,clinical_enroll-019,APPROVED,,13,,0.0,DENIED,False,total bilirubin,total bilirubin,False,False,False,APPROVED
15w,gpt,control,clinical_enroll-020,DENIED,hemoglobin,14,True,0.6666666666666666,DENIED,True,hemoglobin,hemoglobin,True,False,False,
15w,gpt,control,clinical_enroll-021,APPROVED,,29,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,gpt,control,clinical_enroll-022,DENIED,systolic blood pressure,17,True,1.0,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,False,DENIED
15w,gpt,control,clinical_enroll-023,APPROVED,,13,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,gpt,control,clinical_enroll-024,DENIED,triglycerides,35,True,1.0,DENIED,True,triglycerides,triglycerides,True,False,False,
15w,gpt,control,clinical_enroll-025,DENIED,body mass index,14,True,0.6666666666666666,DENIED,True,UNMATCHED,BMI,False,True,False,DENIED
15w,gpt,control,clinical_enroll-026,DENIED,fasting glucose,14,True,0.3333333333333333,DENIED,True,fasting glucose,glucose,True,False,False,DENIED
15w,gpt,control,clinical_enroll-027,APPROVED,,40,,0.6666666666666666,DENIED,False,creatinine clearance,creatinine clearance,False,False,False,APPROVED
15w,gpt,control,clinical_enroll-028,DENIED,creatinine clearance,36,True,1.0,DENIED,True,creatinine clearance,creatinine clearance,True,False,False,APPROVED
15w,gpt,control,clinical_enroll-029,DENIED,fasting glucose,38,True,1.0,DENIED,True,fasting glucose,glucose,True,False,False,APPROVED
15w,gpt,control,ci_release-000,APPROVED,,50,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,control,ci_release-001,APPROVED,,22,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,control,ci_release-002,DENIED,line coverage,15,True,0.3333333333333333,DENIED,True,build reproducibility,build reproducibility,False,False,False,APPROVED
15w,gpt,control,ci_release-003,DENIED,open severity-one defects,52,True,1.0,DENIED,True,open severity-one defects,open severity-one defects,True,False,False,APPROVED
15w,gpt,control,ci_release-004,DENIED,flaky test count,16,True,0.6666666666666666,DENIED,True,flaky test count,flaky test count,True,False,False,APPROVED
15w,gpt,control,ci_release-005,DENIED,rollback drill success,13,False,0.0,DENIED,True,unit test pass rate,unit test pass rate,False,False,False,DENIED
15w,gpt,control,ci_release-006,DENIED,dependency audit findings,26,True,0.6666666666666666,DENIED,True,dependency audit findings,dependency audit findings,True,False,False,APPROVED
15w,gpt,control,ci_release-007,APPROVED,,15,,0.3333333333333333,DENIED,False,unit test pass rate,unit test pass rate,False,False,False,APPROVED
15w,gpt,control,ci_release-008,APPROVED,,13,,0.3333333333333333,DENIED,False,mean time to acknowledge,mean time to acknowledge,False,False,False,
15w,gpt,control,ci_release-009,DENIED,bundle size,16,False,0.0,DENIED,True,error budget remaining,error budget remaining,False,False,False,APPROVED
15w,gpt,control,ci_release-010,APPROVED,,14,,0.3333333333333333,DENIED,False,build reproducibility,build reproducibility,False,False,False,DENIED
15w,gpt,control,ci_release-011,APPROVED,,15,,0.6666666666666666,DENIED,False,canary error rate,canary error rate,False,False,False,DENIED
15w,gpt,control,ci_release-012,DENIED,cold start time,17,False,0.0,DENIED,True,canary error rate,canary error rate,False,False,False,APPROVED
15w,gpt,control,ci_release-013,APPROVED,,17,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,gpt,control,ci_release-014,APPROVED,,14,,0.3333333333333333,DENIED,False,rollback drill success,rollback drill success,False,False,False,APPROVED
15w,gpt,control,ci_release-015,APPROVED,,28,,1.0,APPROVED,True,NONE,NONE,True,False,False,
15w,gpt,control,ci_release-016,DENIED,error budget remaining,15,False,0.0,DENIED,True,unit test pass rate,unit test pass rate,False,False,False,DENIED
15w,gpt,control,ci_release-017,DENIED,cold start time,28,False,0.0,DENIED,True,cold start time,cold start time,True,False,False,DENIED
15w,gpt,control,ci_release-018,APPROVED,,14,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,True,APPROVED
15w,gpt,control,ci_release-019,APPROVED,,14,,0.6666666666666666,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,control,ci_release-020,DENIED,dependency audit findings,29,True,1.0,DENIED,True,dependency audit findings,dependency audit findings,True,False,False,DENIED
15w,gpt,control,ci_release-021,APPROVED,,16,,0.6666666666666666,DENIED,False,line coverage,line coverage,False,False,False,APPROVED
15w,gpt,control,ci_release-022,APPROVED,,14,,0.0,DENIED,False,error budget remaining,error budget remaining,False,False,False,DENIED
15w,gpt,control,ci_release-023,APPROVED,,14,,0.3333333333333333,DENIED,False,mean time to acknowledge,mean time to acknowledge,False,False,False,APPROVED
15w,gpt,control,ci_release-024,DENIED,open severity-one defects,51,True,1.0,DENIED,True,open severity-one defects,open severity-one defects,True,False,False,APPROVED
15w,gpt,control,ci_release-025,APPROVED,,35,,0.6666666666666666,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,control,ci_release-026,DENIED,line coverage,26,True,0.6666666666666666,DENIED,True,line coverage,coverage,True,False,False,APPROVED
15w,gpt,control,ci_release-027,DENIED,open severity-one defects,30,True,0.6666666666666666,DENIED,True,open severity-one defects,open severity-one defects,True,False,False,APPROVED
15w,gpt,control,ci_release-028,DENIED,flaky test count,44,True,0.6666666666666666,DENIED,True,flaky test count,flaky test count,True,False,False,
15w,gpt,control,ci_release-029,DENIED,peak heap usage,16,False,0.0,DENIED,True,NONE,NONE,False,False,True,APPROVED
15w,gpt,fusion,ops_incident-000,DENIED,umbilical release delay,38,True,1.0,DENIED,True,umbilical release delay,umbilical release delay,True,False,False,DENIED
15w,gpt,fusion,ops_incident-001,DENIED,seal torque retention,62,True,1.0,DENIED,True,seal torque retention,seal torque,True,False,False,
15w,gpt,fusion,ops_incident-002,DENIED,seal torque retention,47,True,1.0,DENIED,True,seal torque retention,seal torque retention,True,False,False,DENIED
15w,gpt,fusion,ops_incident-003,APPROVED,,50,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,gpt,fusion,ops_incident-004,APPROVED,,44,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,gpt,fusion,ops_incident-005,DENIED,reserve charge margin,42,True,1.0,DENIED,True,reserve charge margin,reserve margin,True,False,False,APPROVED
15w,gpt,fusion,ops_incident-006,APPROVED,,40,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,gpt,fusion,ops_incident-007,APPROVED,,42,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,gpt,fusion,ops_incident-008,DENIED,coolant loop flow rate,45,True,1.0,DENIED,True,coolant loop flow rate,coolant flow,True,False,False,DENIED
15w,gpt,fusion,ops_incident-009,DENIED,battery bus impedance,56,True,1.0,DENIED,True,battery bus impedance,battery impedance,True,False,False,DENIED
15w,gpt,fusion,ops_incident-010,APPROVED,,54,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,fusion,ops_incident-011,APPROVED,,40,,1.0,APPROVED,True,NONE,NONE,True,False,False,
15w,gpt,fusion,ops_incident-012,APPROVED,,51,,1.0,APPROVED,True,NONE,NONE,True,False,False,
15w,gpt,fusion,ops_incident-013,APPROVED,,43,,1.0,APPROVED,True,NONE,NONE,True,False,False,
15w,gpt,fusion,ops_incident-014,DENIED,particulate count,32,True,1.0,DENIED,True,particulate count,particulate,True,False,False,APPROVED
15w,gpt,fusion,ops_incident-015,DENIED,seal torque retention,42,True,1.0,DENIED,True,seal torque retention,seal torque,True,False,False,APPROVED
15w,gpt,fusion,ops_incident-016,DENIED,coolant loop flow rate,44,True,1.0,DENIED,True,coolant loop flow rate,coolant loop flow rate,True,False,False,DENIED
15w,gpt,fusion,ops_incident-017,DENIED,star tracker residual,56,True,1.0,DENIED,True,star tracker residual,star tracker residual,True,False,False,DENIED
15w,gpt,fusion,ops_incident-018,APPROVED,,41,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,fusion,ops_incident-019,APPROVED,,43,,1.0,APPROVED,True,NONE,NONE,True,False,False,
15w,gpt,fusion,ops_incident-020,APPROVED,,47,,1.0,APPROVED,True,NONE,NONE,True,False,False,
15w,gpt,fusion,ops_incident-021,APPROVED,,55,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,gpt,fusion,ops_incident-022,DENIED,thermal blanket coverage,38,True,1.0,DENIED,True,thermal blanket coverage,thermal blanket,True,False,False,APPROVED
15w,gpt,fusion,ops_incident-023,APPROVED,,42,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,fusion,ops_incident-024,DENIED,telemetry downlink margin,39,True,1.0,DENIED,True,telemetry downlink margin,telemetry margin,True,False,False,APPROVED
15w,gpt,fusion,ops_incident-025,APPROVED,,42,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,fusion,ops_incident-026,DENIED,gyro drift rate,44,True,1.0,DENIED,True,gyro drift rate,gyro drift,True,False,False,APPROVED
15w,gpt,fusion,ops_incident-027,DENIED,battery bus impedance,53,True,1.0,DENIED,True,battery bus impedance,battery bus impedance,True,False,False,
15w,gpt,fusion,ops_incident-028,DENIED,star tracker residual,39,True,1.0,DENIED,True,star tracker residual,star tracker,True,False,False,APPROVED
15w,gpt,fusion,ops_incident-029,APPROVED,,42,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,fusion,clinical_enroll-000,DENIED,systolic blood pressure,57,True,1.0,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,False,APPROVED
15w,gpt,fusion,clinical_enroll-001,DENIED,triglycerides,43,True,1.0,DENIED,True,triglycerides,triglycerides,True,False,False,APPROVED
15w,gpt,fusion,clinical_enroll-002,DENIED,systolic blood pressure,47,True,1.0,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,False,APPROVED
15w,gpt,fusion,clinical_enroll-003,DENIED,creatinine clearance,44,True,1.0,DENIED,True,creatinine clearance,creatinine clearance,True,False,False,
15w,gpt,fusion,clinical_enroll-004,APPROVED,,44,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,gpt,fusion,clinical_enroll-005,DENIED,left ventricular ejection fraction,36,True,1.0,DENIED,True,UNMATCHED,LVEF,False,True,False,DENIED
15w,gpt,fusion,clinical_enroll-006,APPROVED,,42,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,fusion,clinical_enroll-007,DENIED,systolic blood pressure,50,True,1.0,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,False,APPROVED
15w,gpt,fusion,clinical_enroll-008,APPROVED,,53,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,gpt,fusion,clinical_enroll-009,APPROVED,,45,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,fusion,clinical_enroll-010,APPROVED,,41,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,fusion,clinical_enroll-011,DENIED,estimated glomerular filtration rate,36,True,1.0,DENIED,True,UNMATCHED,eGFR,False,True,False,DENIED
15w,gpt,fusion,clinical_enroll-012,APPROVED,,44,,1.0,APPROVED,True,NONE,NONE,True,False,False,
15w,gpt,fusion,clinical_enroll-013,DENIED,creatinine clearance,47,True,1.0,DENIED,True,creatinine clearance,creatinine clearance,True,False,False,DENIED
15w,gpt,fusion,clinical_enroll-014,APPROVED,,48,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,fusion,clinical_enroll-015,APPROVED,,38,,1.0,APPROVED,True,NONE,NONE,True,False,False,
15w,gpt,fusion,clinical_enroll-016,APPROVED,,34,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,fusion,clinical_enroll-017,APPROVED,,46,,1.0,APPROVED,True,NONE,NONE,True,False,False,
15w,gpt,fusion,clinical_enroll-018,APPROVED,,48,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,gpt,fusion,clinical_enroll-019,APPROVED,,34,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,fusion,clinical_enroll-020,DENIED,hemoglobin,36,True,1.0,DENIED,True,hemoglobin,hemoglobin,True,False,False,
15w,gpt,fusion,clinical_enroll-021,APPROVED,,45,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,gpt,fusion,clinical_enroll-022,DENIED,systolic blood pressure,40,True,1.0,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,False,DENIED
15w,gpt,fusion,clinical_enroll-023,APPROVED,,37,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,gpt,fusion,clinical_enroll-024,DENIED,triglycerides,35,True,1.0,DENIED,True,triglycerides,triglycerides,True,False,False,
15w,gpt,fusion,clinical_enroll-025,DENIED,body mass index,38,True,1.0,DENIED,True,UNMATCHED,BMI,False,True,False,DENIED
15w,gpt,fusion,clinical_enroll-026,DENIED,fasting glucose,44,True,1.0,DENIED,True,fasting glucose,glucose,True,False,False,DENIED
15w,gpt,fusion,clinical_enroll-027,APPROVED,,45,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,fusion,clinical_enroll-028,DENIED,creatinine clearance,35,True,1.0,DENIED,True,creatinine clearance,creatinine clearance,True,False,False,APPROVED
15w,gpt,fusion,clinical_enroll-029,DENIED,fasting glucose,45,True,1.0,DENIED,True,fasting glucose,glucose,True,False,False,APPROVED
15w,gpt,fusion,ci_release-000,APPROVED,,34,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,fusion,ci_release-001,APPROVED,,31,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
15w,gpt,fusion,ci_release-002,DENIED,line coverage,48,True,1.0,DENIED,True,line coverage,line coverage,True,False,False,APPROVED
15w,gpt,fusion,ci_release-003,DENIED,open severity-one defects,59,True,1.0,DENIED,True,open severity-one defects,open severity-one defects,True,False,False,APPROVED
